esg_id,branch_id,reporting_month,energy_bill,energy_kwh,fuel_litres,paper_reams,waste_kg,water_litres,training_hours,complaints_count
903,21,2025-06-21,92453.92,29738.48,3717.54,1508.38,1032.97,31153.88,196.36,28
904,44,2025-06-22,137596.56,3216.87,7377.39,1108.95,4048.27,59694.47,484.88,47
905,31,2025-06-23,130423.55,7613.65,2718.61,275.34,4671.54,25922.74,451.6,49
906,32,2025-06-24,165495.11,22568.09,6567.58,965.45,1562.93,32449.5,7.65,23
907,5,2025-06-25,64436.81,29490.75,9561.57,361.5,3010.3,80405.41,302.2,4
908,9,2025-06-26,52596.23,28753.65,1137.46,984.52,4232.63,44698.43,1.66,28
909,45,2025-06-27,45708.55,16866.43,803.19,617.89,1023.71,49104.36,91.35,45
910,11,2025-06-28,174910.61,16537.2,7384.29,1635.12,3749.01,13232.86,335.06,29
911,39,2025-06-29,114769.47,39216.85,9201.22,339.39,2461.42,41991.67,420.66,5
912,30,2025-06-30,179568.01,25240.36,3643.08,959.46,2891.12,80860.61,43.14,18
913,38,2025-07-01,57530.41,7313.95,189.03,240.83,3410.9,65395.47,175.17,20
914,50,2025-07-02,47451.78,10564.96,3943.7,241.99,3020.62,73994.32,92.78,43
915,37,2025-07-03,102953.49,10358.42,6650.8,1874.09,1866.1,80649.2,95.12,38
916,29,2025-07-04,70269.03,33699.03,4170.05,1213.17,2619.9,53490.19,284.53,13
917,11,2025-07-05,73849.84,45525.62,4365.39,989.01,3203.31,65679.53,345.61,32
918,28,2025-07-06,118517.66,35090.31,7058.91,510.47,2549.8,18453.15,269.12,30
919,23,2025-07-07,99784.94,10418.76,7548.0,898.04,4554.18,94865.39,342.82,11
920,28,2025-07-08,56417.05,16339.98,2867.59,385.18,149.01,80295.44,199.24,20
921,27,2025-07-09,120558.41,16712.58,4403.11,308.05,3077.24,64718.19,348.62,25
922,29,2025-07-10,61142.15,25784.78,7511.15,640.82,4021.42,54963.57,363.12,48
923,30,2025-07-11,93430.94,14013.39,5396.06,784.65,1984.55,97988.42,456.44,10
924,17,2025-07-12,154441.48,11738.82,372.8,194.31,3241.31,69225.66,220.61,24
925,12,2025-07-13,90147.58,9583.84,7252.28,1767.87,4729.13,54228.53,52.73,20
926,40,2025-07-14,113965.68,19888.91,1732.11,810.2,1744.41,91808.38,266.47,36
927,14,2025-07-15,196079.73,31787.71,6395.4,487.13,3218.23,91169.97,420.94,46
928,33,2025-07-16,159798.33,12704.0,5569.36,955.55,3234.69,85897.42,305.21,21
929,49,2025-07-17,77536.27,44858.14,1824.41,998.36,539.62,36871.5,353.99,10
930,2,2025-07-18,53751.6,40764.49,5161.36,1941.51,3742.26,1080.46,376.35,29
931,3,2025-07-19,19998.2,4774.19,4954.08,160.96,4684.69,97110.92,406.31,21
932,30,2025-07-20,132254.77,32538.18,5013.32,206.44,1308.35,53106.11,448.1,24
933,31,2025-07-21,142336.87,24247.05,2087.84,792.85,4277.05,18792.64,131.01,2
934,50,2025-07-22,156073.11,6216.35,9285.85,1975.52,2987.98,75865.72,489.35,8
935,26,2025-07-23,25894.44,20121.85,2948.32,850.51,764.63,61791.3,460.83,23
936,33,2025-07-24,154110.64,39606.93,7348.17,1444.43,583.9,27437.21,250.22,45
937,6,2025-07-25,36550.37,10163.15,2454.81,502.54,1633.71,68903.01,134.87,37
938,31,2025-07-26,72123.87,36417.66,5817.31,542.18,4425.71,27710.99,131.55,32
939,34,2025-07-27,121753.24,39377.6,8608.18,1201.45,4432.88,56870.36,409.31,37
940,8,2025-07-28,20523.24,8585.89,9052.71,1557.14,3477.97,70752.25,425.17,29
941,23,2025-07-29,59196.68,16123.38,3327.68,428.54,2802.4,65431.04,171.36,6
942,44,2025-07-30,105367.4,25677.44,942.31,620.43,3285.73,85470.18,200.6,12
943,30,2025-07-31,103213.44,5755.05,6596.74,1660.38,4703.55,46884.0,261.69,35
944,7,2025-08-01,125706.59,7759.28,861.9,113.76,432.26,11247.72,309.76,1
945,5,2025-08-02,168008.94,45238.06,9941.67,1464.12,3882.43,59508.92,37.94,20
946,40,2025-08-03,86982.8,23541.47,9917.83,374.5,1461.6,51353.08,260.0,39
947,18,2025-08-04,57766.79,28193.3,5288.6,1486.9,4733.57,17398.95,81.66,35
948,1,2025-08-05,155564.47,21044.24,2077.03,1449.0,4044.05,99801.71,258.69,38
949,17,2025-08-06,87530.85,42383.74,1607.69,458.41,3403.58,82039.82,34.72,27
950,49,2025-08-07,122941.85,37024.89,884.62,1580.69,2504.9,86570.3,193.97,7
951,43,2025-08-08,122940.66,3030.94,2886.5,1241.86,1715.36,27745.54,20.83,29
952,10,2025-08-09,170742.71,33802.8,8941.2,1235.21,1375.56,24345.52,492.58,31
953,27,2025-08-10,81980.21,37932.02,4652.64,808.15,2828.91,67633.35,417.43,36
954,46,2025-08-11,136682.82,17571.58,2212.93,1340.73,2226.07,87805.68,257.34,5
955,41,2025-08-12,190594.25,10072.36,3091.94,224.85,1299.48,29874.86,75.18,21
956,5,2025-08-13,49420.19,2590.59,3636.71,589.23,1272.26,2503.8,111.69,19
957,40,2025-08-14,152684.94,41636.24,4013.33,916.25,863.5,86033.83,315.86,39
958,39,2025-08-15,104117.91,16988.0,3121.35,325.0,4115.72,59626.21,87.61,24
959,4,2025-08-16,70223.27,39642.39,645.05,1465.61,4816.04,99263.88,162.73,21
960,15,2025-08-17,96436.69,23729.67,5762.95,226.79,1139.54,36381.83,350.9,24
961,3,2025-08-18,133503.89,5754.77,1498.45,792.6,1682.08,65121.52,188.95,23
962,50,2025-08-19,89668.72,21172.17,915.04,698.78,4281.77,42686.98,429.13,41
963,35,2025-08-20,97124.56,4428.54,1914.89,610.05,2530.76,10927.64,163.92,45
964,43,2025-08-21,69796.38,17606.97,8862.89,1844.2,231.0,11652.81,37.07,20
965,27,2025-08-22,91802.36,1811.38,1752.96,955.82,1683.13,78711.74,219.83,10
966,19,2025-08-23,23096.08,33004.1,3865.37,12.34,4946.87,3899.83,195.44,5
967,49,2025-08-24,175972.63,45034.35,1718.36,1745.78,3186.99,38501.13,353.61,22
968,14,2025-08-25,190237.15,14522.4,101.66,217.4,3953.33,74236.7,403.43,22
969,37,2025-08-26,39383.51,14685.56,3464.39,1362.95,4100.2,79435.62,264.45,4
970,1,2025-08-27,130734.71,13594.72,1153.48,818.16,1394.96,12224.59,121.82,44
971,35,2025-08-28,153065.26,25942.0,5868.32,1727.69,4518.14,79262.62,56.0,40
972,37,2025-08-29,191833.12,39210.34,5935.81,359.4,940.74,23403.99,137.67,41
973,46,2025-08-30,101425.17,16601.51,9474.94,1694.99,3871.73,58443.13,376.73,32
974,50,2025-08-31,38155.18,30203.92,7884.35,303.55,1161.06,72988.35,278.44,12
975,22,2025-09-01,68165.84,29980.85,2392.01,693.47,388.02,17983.1,457.27,4
976,3,2025-09-02,7273.56,33594.73,2276.16,1250.43,3699.17,65790.52,493.16,21
977,5,2025-09-03,161103.72,36206.62,5420.76,166.93,2401.24,17287.3,68.12,16
978,21,2025-09-04,33826.13,47685.17,8257.55,1640.8,2200.28,70555.35,489.02,16
979,2,2025-09-05,30496.6,7454.38,6424.89,1766.79,2669.25,88125.07,209.87,0
980,14,2025-09-06,112202.92,14177.76,9314.96,417.43,1218.58,36639.17,73.48,22
981,28,2025-09-07,8083.4,19210.24,221.32,206.77,4337.27,47841.07,114.56,25
982,7,2025-09-08,182235.48,28649.32,1415.72,42.54,1124.8,91655.29,154.96,42
983,2,2025-09-09,44820.28,29011.37,1646.54,1232.34,3989.26,85805.77,140.71,8
984,26,2025-09-10,134682.92,18951.8,3271.95,738.15,2448.55,88462.08,410.73,42
985,17,2025-09-11,187274.62,26145.25,3213.41,1481.94,1881.1,23969.36,234.56,44
986,41,2025-09-12,45601.44,18830.42,3580.79,579.96,4119.79,14260.9,82.33,37
987,48,2025-09-13,176828.48,21354.63,1045.55,1175.99,3389.31,78126.56,69.15,3
988,8,2025-09-14,80123.11,15213.52,4717.81,1487.96,188.6,62580.42,22.37,15
989,40,2025-09-15,15535.53,37680.89,327.43,977.19,4792.24,8440.63,136.93,29
990,3,2025-09-16,86203.15,19948.2,2334.65,1208.98,4686.33,31428.2,486.01,34
991,26,2025-09-17,176191.9,8863.48,6354.58,128.08,790.36,90483.31,23.82,16
992,49,2025-09-18,28772.08,31761.02,6998.69,1014.81,552.0,77246.27,319.88,47
993,23,2025-09-19,152318.87,44532.79,4985.56,1395.07,2505.53,89554.25,400.01,28
994,35,2025-09-20,54614.24,12760.91,8717.89,1250.51,3220.49,55791.83,190.27,27
995,11,2025-09-21,54085.6,45341.73,1963.56,932.42,278.67,79562.35,191.62,25
996,34,2025-09-22,135834.37,42467.05,9106.34,398.54,3690.67,14930.69,13.89,15
997,34,2025-09-23,6364.89,37358.65,1872.11,1909.6,1502.58,64615.17,444.9,24
998,7,2025-09-24,155198.92,16496.24,1474.8,577.64,255.31,41056.92,417.86,26
999,8,2025-09-25,99740.85,46255.43,9383.48,1582.82,1671.13,19857.55,269.12,32
1000,34,2025-09-26,149302.54,24283.75,921.43,1457.42,3653.75,26269.07,120.18,27
1001,47,2025-09-27,181188.42,2018.07,9906.11,1133.72,1057.19,98861.43,390.8,1
1002,9,2025-09-28,195874.76,46858.25,7155.58,65.19,3305.33,78973.08,387.97,18
1003,21,2025-09-29,199249.55,45492.89,9191.85,1172.52,2056.63,20847.15,233.45,30
1004,19,2025-09-30,131981.78,6123.0,2033.74,985.78,1094.38,37316.4,196.84,32
1005,42,2025-10-01,42933.43,18131.54,8367.1,1312.77,307.25,88803.2,85.73,9
1006,36,2025-10-02,86867.5,41624.29,7974.96,1616.09,4593.5,26393.22,434.9,41
1007,38,2025-10-03,164161.81,33001.52,4332.94,1081.26,4826.71,11686.19,25.22,22
1008,34,2025-10-04,63304.39,35151.04,572.18,1728.63,3535.56,27028.01,44.15,7
1009,25,2025-10-05,75623.52,17474.7,3793.75,1974.1,4139.32,7742.62,110.27,4
1010,26,2025-10-06,55354.23,32716.19,7861.89,1674.4,3714.88,35003.98,41.02,5
1011,38,2025-10-07,17915.26,34997.06,484.11,1355.63,1736.72,51166.57,351.43,0
1012,4,2025-10-08,171936.51,48684.94,8482.08,969.28,342.01,61955.59,5.08,23
1013,36,2025-10-09,185375.52,17167.0,957.6,533.49,2657.21,94838.19,111.92,22
1014,36,2025-10-10,163893.32,20528.13,8467.21,550.21,137.75,79606.86,65.7,45
1015,39,2025-10-11,119314.14,14077.38,3306.66,302.39,4960.32,32820.23,461.42,47
1016,48,2025-10-12,185579.28,19678.48,7697.55,1953.82,1647.35,26327.23,201.58,24
1017,26,2025-10-13,189417.54,15383.72,5482.16,1750.27,101.85,99169.73,110.99,48
1018,40,2025-10-14,151406.02,28941.77,5121.58,1917.06,4133.11,8866.98,38.03,41
1019,24,2025-10-15,37335.69,13265.91,101.54,1772.67,4594.98,81088.48,237.05,38
1020,10,2025-10-16,174157.82,35226.08,8448.24,1954.6,994.71,59652.4,312.24,20
1021,16,2025-10-17,12097.49,27533.02,8849.75,1386.99,4189.25,22680.39,444.15,28
1022,44,2025-10-18,151777.93,30444.18,4742.36,1156.99,1927.74,52875.29,35.47,9
1023,45,2025-10-19,5716.33,6745.91,4786.35,1157.02,4501.59,48991.36,162.13,30
1024,1,2025-10-20,167189.97,41617.21,2424.62,1037.59,1068.11,74490.91,368.86,49
1025,15,2025-10-21,21257.78,16480.01,4663.57,780.99,3732.99,50035.27,204.01,23
1026,50,2025-10-22,169241.77,3093.94,6120.4,990.39,1430.64,88046.56,441.07,6
1027,35,2025-10-23,97779.09,37211.58,4808.76,1437.41,968.21,78805.87,189.58,32
1028,36,2025-10-24,49145.48,2640.43,7211.44,1140.63,577.96,41425.05,67.08,22
1029,50,2025-10-25,127049.91,13873.76,3746.99,1510.22,271.2,89471.7,315.57,13
1030,1,2025-10-26,167276.38,41145.65,1263.85,1165.0,4449.44,56587.17,28.16,28
1031,33,2025-10-27,68337.26,38978.2,9927.93,33.86,3010.3,90526.91,205.68,1
1032,20,2025-10-28,72732.58,49498.76,4144.97,1545.68,605.61,51563.01,65.69,20
1033,28,2025-10-29,120911.86,33191.15,4208.92,1454.96,3558.03,12133.91,294.82,4
1034,27,2025-10-30,6558.27,39252.9,9324.43,806.74,703.21,89139.71,110.7,9
1035,36,2025-10-31,104285.59,14349.2,6991.42,1002.94,510.13,26632.85,237.19,8
1036,38,2025-11-01,157540.21,41812.56,417.33,1896.65,3486.83,15291.69,279.36,35
1037,40,2025-11-02,24350.12,25223.78,9276.27,1817.95,3384.26,93650.43,466.35,28
1038,36,2025-11-03,166644.43,33263.17,7315.31,1755.1,4723.05,39013.82,96.18,32
1039,21,2025-11-04,47813.43,14758.7,7242.12,1364.72,1104.5,69837.55,51.67,28
1040,34,2025-11-05,124286.52,10842.22,2420.54,462.3,2652.47,63283.77,217.61,45
1041,35,2025-11-06,16981.5,6590.47,4952.79,459.41,2000.57,79259.44,159.08,1
1042,4,2025-11-07,183714.43,40227.76,4839.05,627.27,3347.16,13178.78,136.35,49
1043,28,2025-11-08,196333.11,21717.97,3109.79,1287.82,2591.09,77862.38,453.46,18
1044,45,2025-11-09,198684.71,19561.11,9932.62,1320.3,1074.09,39901.98,392.38,32
1045,35,2025-11-10,95270.78,49811.69,547.74,1074.71,543.04,10294.87,488.61,2
1046,49,2025-11-11,6113.91,10227.56,3639.27,252.49,1867.15,86729.8,83.87,30
1047,32,2025-11-12,64113.48,44628.41,9212.73,1684.74,1055.26,26027.23,82.78,44
1048,37,2025-11-13,107058.56,39151.84,4395.24,1801.68,618.53,65457.7,330.66,42
1049,34,2025-11-14,129645.64,1534.42,1258.35,1006.39,594.04,50326.52,195.95,28
1050,50,2025-11-15,99310.08,36512.22,1577.83,126.7,3699.61,30917.25,401.27,1
1051,47,2025-11-16,126635.5,28113.55,1883.16,1807.81,104.83,84115.56,350.44,38
1052,7,2025-11-17,196487.1,25527.14,9702.01,754.75,4905.33,94959.57,91.72,23
1053,30,2025-11-18,116865.07,15713.85,8857.92,224.31,400.01,8897.01,346.81,42
1054,49,2025-11-19,20258.15,33504.4,3278.71,1743.05,1089.57,56116.83,375.15,40
1055,35,2025-11-20,40796.43,35123.0,6960.82,126.28,4913.49,56718.25,52.79,12
1056,5,2025-11-21,123921.37,25531.95,4606.99,1572.71,2055.39,72454.7,219.85,9
1057,41,2025-11-22,70456.95,26099.51,9663.53,233.69,974.85,8367.08,32.18,19
1058,31,2025-11-23,88262.59,49247.01,5290.91,881.07,3427.42,5096.11,138.3,26
1059,43,2025-11-24,192013.07,41215.83,8673.71,1160.63,4698.07,94003.98,21.9,23
1060,30,2025-11-25,151480.22,45166.98,5516.36,1330.86,662.48,18868.16,103.16,38
1061,40,2025-11-26,56450.31,20426.55,1646.13,630.56,1012.94,93295.32,115.54,35
1062,27,2025-11-27,55468.13,39258.02,2509.26,813.07,1197.41,98080.52,259.53,24
1063,25,2025-11-28,34758.03,16269.12,8305.7,1272.1,4937.93,20305.97,85.42,38
1064,11,2025-11-29,47128.75,29407.42,9855.18,528.96,1806.8,6727.3,27.47,18
1065,29,2025-11-30,180693.79,27091.06,9240.65,718.77,3855.24,81470.22,104.65,20
1066,29,2025-12-01,147893.31,5920.61,7504.11,1598.42,4248.31,34675.27,491.7,15
1067,11,2025-12-02,15159.89,8052.95,8717.06,288.42,4600.37,29572.34,343.16,35
1068,43,2025-12-03,53658.0,28990.4,9471.03,1540.67,1545.41,91520.13,433.56,24
1069,49,2025-12-04,52794.5,42540.76,6982.59,276.96,525.46,41176.54,465.05,5
1070,48,2025-12-05,189806.91,24276.91,3991.08,273.81,3576.41,40760.75,373.96,40
1071,45,2025-12-06,193187.24,27344.4,8689.78,476.45,4370.28,81266.09,139.78,11
1072,41,2025-12-07,128435.66,44959.5,7721.85,1780.62,1205.77,72111.43,218.9,42
1073,32,2025-12-08,189185.81,44670.11,4400.47,1770.89,3430.08,66282.49,380.73,19
1074,25,2025-12-09,132323.48,1561.14,1373.41,1589.22,2309.19,88661.46,71.58,43
1075,20,2025-12-10,182494.94,24695.87,2174.82,1286.12,758.49,40907.07,149.71,1
1076,50,2025-12-11,41093.81,3278.17,7081.74,1744.33,4078.35,64989.9,130.58,35
1077,28,2025-12-12,190331.52,18398.83,6986.46,1286.21,1580.64,10670.25,163.27,34
1078,48,2025-12-13,120980.26,30030.36,7506.35,128.45,1189.02,89208.69,290.1,30
1079,5,2025-12-14,23620.68,1871.65,480.86,208.36,1046.85,32248.23,306.46,34
1080,20,2025-12-15,30012.97,16714.23,1874.28,352.63,1379.88,67103.24,403.09,3
1081,16,2025-12-16,181032.92,49778.34,2974.45,1169.03,1813.16,73266.47,299.99,13
1082,14,2025-12-17,38535.0,40652.14,3488.38,166.4,914.89,41259.44,92.09,1
1083,8,2025-12-18,199079.69,8449.57,5192.94,1169.08,2481.94,8545.15,400.42,42
1084,41,2025-12-19,5783.42,41920.84,4021.28,698.85,3441.05,40750.22,391.81,36
1085,2,2025-12-20,96866.65,20496.34,5428.54,668.28,3692.1,72870.39,48.77,31
1086,20,2025-12-21,92161.14,3712.6,7387.11,1432.81,970.29,1943.7,190.54,35
1087,44,2025-12-22,46616.41,4689.85,8464.77,1378.01,1679.64,62921.95,86.35,44
1088,24,2025-12-23,17877.35,21573.33,5583.28,1939.66,3916.75,57499.57,128.2,21
1089,17,2025-12-24,116522.87,43896.27,7679.85,1380.64,4914.89,21385.3,374.33,40
1090,7,2025-12-25,28340.9,14372.69,1427.83,1410.83,61.89,42890.52,210.29,29
1091,1,2025-12-26,45760.83,18007.6,5489.74,1292.67,1470.98,71603.84,98.1,23
1092,5,2025-12-27,158376.92,39399.72,7061.72,199.13,2156.69,33247.82,8.28,15
1093,4,2025-12-28,13319.11,33375.17,6253.71,1787.79,1526.23,81915.23,18.78,21
1094,21,2025-12-29,63153.4,25523.69,3933.16,240.34,1940.31,98624.21,57.85,33
1095,8,2025-12-30,66524.02,20268.59,9830.34,575.65,4741.96,70519.42,194.27,22
1096,20,2025-12-31,175166.36,29950.86,5700.31,1875.42,2888.19,25496.94,158.62,48
1097,12,2026-01-01,159638.16,12434.89,9049.86,843.85,385.46,21154.4,21.15,40
1098,49,2026-01-02,143271.49,38989.23,6139.42,1422.0,3987.17,42322.72,161.94,48
1099,15,2026-01-03,95175.1,27280.05,4775.2,1199.76,4094.75,65279.81,121.43,12
1100,18,2026-01-04,87914.57,16400.43,708.09,1325.3,755.01,30096.71,499.29,4
1101,27,2026-01-05,144284.94,2846.24,517.63,290.37,4379.33,90912.97,345.45,18
1102,43,2026-01-06,70065.84,48078.77,1500.29,803.42,4445.02,75205.46,166.29,20
1103,22,2026-01-07,106256.02,6590.07,5914.77,783.03,198.44,24953.81,425.54,30
1104,37,2026-01-08,187132.27,49287.23,7260.46,1087.29,190.99,48383.09,74.68,16
1105,1,2026-01-09,93457.84,42682.31,678.01,1925.87,2318.3,4867.43,230.13,45
1106,33,2026-01-10,119131.27,12941.32,2375.88,263.9,1812.94,66585.82,113.83,3
1107,13,2026-01-11,187863.69,14016.07,2156.72,316.3,2690.96,40779.7,348.48,43
1108,46,2026-01-12,10758.94,39187.95,6463.74,566.23,4475.44,81536.68,139.67,28
1109,40,2026-01-13,91743.15,36919.48,2686.31,422.78,4176.33,77459.94,283.32,13
1110,28,2026-01-14,148232.35,23922.22,6506.28,1407.93,1898.29,19672.04,293.85,37
1111,43,2026-01-15,66837.01,46148.8,7738.78,1583.59,853.96,55900.2,467.56,3
1112,7,2026-01-16,168268.5,49639.92,1876.87,981.2,3563.57,9344.91,427.09,36
1113,40,2026-01-17,169731.12,17272.26,6123.44,1404.03,4883.23,32761.35,161.9,24
1114,21,2026-01-18,79524.46,2115.94,7893.36,1933.17,770.47,22358.64,74.41,48
1115,37,2026-01-19,33740.83,25957.76,6349.03,188.55,4807.16,13662.12,394.97,21
1116,22,2026-01-20,17716.51,32130.91,1128.21,1823.05,3231.15,31056.1,270.97,48
1117,45,2026-01-21,192451.1,22011.71,1049.96,1333.58,1431.35,61168.73,338.74,29
1118,47,2026-01-22,8673.39,40140.8,6973.05,1023.06,1461.66,41600.69,359.55,28
1119,45,2026-01-23,47138.14,26974.14,1883.53,601.66,3533.63,8790.24,32.63,8
1120,1,2026-01-24,29674.01,43051.57,1468.5,585.26,1203.99,16942.12,364.74,17
1121,34,2026-01-25,191138.67,31030.96,8668.42,1406.89,4144.1,80130.36,26.99,4
1122,27,2026-01-26,63778.0,33368.83,8379.96,1286.46,4170.97,32120.62,39.95,49
1123,31,2026-01-27,139668.81,46045.3,2578.06,328.27,2973.11,87575.15,115.9,39
1124,47,2026-01-28,100251.69,13939.0,153.61,299.71,1850.83,33877.57,97.77,31
1125,30,2026-01-29,141130.26,22442.76,5696.4,1260.63,4584.64,61838.29,384.6,1
1126,44,2026-01-30,8196.88,17704.93,3780.68,1904.67,3257.1,5967.22,288.19,6
1127,47,2026-01-31,123002.69,40303.29,5828.44,177.23,1082.46,13876.42,259.43,16
1128,29,2026-02-01,117203.75,27849.14,2285.93,74.48,4658.23,92682.9,475.08,16
1129,30,2026-02-02,85732.57,7548.21,1491.77,297.59,1335.38,18334.03,230.39,39
1130,16,2026-02-03,5620.17,4906.02,5459.23,713.12,2175.74,97314.43,301.85,45
1131,43,2026-02-04,80350.55,31977.81,1136.92,1337.14,751.02,35238.22,418.78,45
1132,8,2026-02-05,62689.45,19206.48,5191.23,479.97,627.23,24484.57,190.72,18
1133,23,2026-02-06,70662.56,30832.01,6350.17,1988.42,3417.07,76875.96,207.23,30
1134,7,2026-02-07,140863.62,22174.55,5855.84,1698.04,475.61,65751.9,375.39,47
1135,48,2026-02-08,132532.1,32827.76,2672.85,1535.55,4122.85,22863.29,281.26,0
1136,9,2026-02-09,56366.08,34197.76,9320.05,712.46,4260.16,73653.41,462.27,42
1137,20,2026-02-10,138977.75,4905.03,6686.2,657.22,769.64,90892.95,446.85,4
1138,38,2026-02-11,44254.5,13484.29,702.28,67.84,4054.65,84050.47,8.52,13
1139,41,2026-02-12,18316.61,30401.44,3721.34,1325.24,3269.17,97602.78,428.01,11
1140,29,2026-02-13,50438.23,8088.03,1014.18,1946.03,877.87,69208.82,305.42,25
1141,16,2026-02-14,109340.83,28567.77,4631.48,465.72,1293.87,39671.06,494.77,35
1142,36,2026-02-15,129758.15,32648.81,6984.78,1880.52,1373.23,60208.23,441.56,38
1143,36,2026-02-16,155139.65,41323.38,6787.48,382.12,100.79,43408.76,260.11,43
1144,33,2026-02-17,109410.73,19275.28,8233.88,1593.02,1270.15,36853.52,385.45,25
1145,33,2026-02-18,25646.16,32206.99,7194.06,595.9,4587.33,80406.69,12.37,31
1146,26,2026-02-19,128228.54,38988.2,6960.83,450.35,4144.86,30545.82,265.45,37
1147,33,2026-02-20,51406.34,47982.59,1543.73,714.38,1099.68,88955.55,355.54,5
1148,12,2026-02-21,81621.65,20004.68,2651.55,261.97,1367.93,51698.91,63.93,21
1149,25,2026-02-22,106174.54,31312.83,4524.4,1629.69,4307.2,55623.78,377.88,48
1150,11,2026-02-23,56364.35,29554.51,4684.97,484.17,2203.64,40232.78,102.77,25
1151,14,2026-02-24,63628.0,20147.91,1766.11,739.06,191.48,8877.52,453.6,5
1152,48,2026-02-25,32684.87,1206.18,1636.78,1738.68,452.13,60005.67,449.43,1
1153,30,2026-02-26,104966.92,38203.19,3285.14,133.34,2870.2,34778.63,319.63,39
1154,13,2026-02-27,181442.26,31089.32,9852.85,1500.44,685.93,29274.55,392.51,16
1155,23,2026-02-28,12396.19,41446.67,3110.21,866.28,1881.75,15293.86,130.21,46
1156,50,2026-03-01,108232.36,9211.38,4211.18,414.23,4938.55,19625.06,185.4,22
1157,34,2026-03-02,88601.0,11795.07,9480.83,200.38,1265.45,16227.68,64.98,7
1158,18,2026-03-03,50949.54,8121.98,1494.03,896.63,1673.33,20319.6,357.57,7
1159,35,2026-03-04,117649.13,9191.88,9447.04,922.12,4413.96,92537.66,487.71,39
1160,44,2026-03-05,19453.65,35243.93,7742.73,401.65,1775.09,44347.12,35.85,5
1161,35,2026-03-06,185652.89,41353.72,6851.44,1179.19,1522.21,90253.36,240.07,22
1162,50,2026-03-07,107371.83,2469.54,3192.54,1357.33,506.53,37205.89,271.08,0
1163,36,2026-03-08,74669.62,47098.37,9569.32,1745.42,1694.36,82729.39,260.38,48
1164,35,2026-03-09,77150.07,8344.34,6080.46,827.21,575.34,18246.36,59.61,29
1165,18,2026-03-10,20828.42,14998.77,8690.33,1635.49,2272.49,21468.01,339.46,12
1166,6,2026-03-11,152465.03,27631.27,4746.94,1501.95,2401.22,54448.29,389.53,7
1167,43,2026-03-12,5951.0,48920.22,9286.64,1382.06,4510.89,83977.25,175.93,14
1168,35,2026-03-13,192904.39,19556.85,6262.69,906.64,1776.87,24734.2,295.14,2
1169,8,2026-03-14,176320.46,28506.68,1910.34,528.98,1274.78,71865.7,187.86,36
1170,2,2026-03-15,102658.05,32332.56,7823.48,22.1,2597.22,85511.32,376.21,45
1171,8,2026-03-16,11184.88,5553.3,8290.78,1905.65,4658.42,10602.37,37.36,25
1172,36,2026-03-17,115488.02,31606.3,4417.42,923.51,492.44,4591.96,216.17,48
1173,26,2026-03-18,196923.14,19259.61,1108.42,362.26,4916.45,27164.14,361.86,40
1174,38,2026-03-19,49335.69,20387.67,5631.79,1472.63,4770.97,71215.81,309.63,20
1175,6,2026-03-20,11268.49,46787.11,2446.47,590.82,794.34,43894.6,37.72,2
1176,39,2026-03-21,181969.79,39087.66,3620.68,1326.66,1025.16,33194.89,259.49,42
1177,16,2026-03-22,39121.15,47611.72,4568.57,1438.81,3826.75,22054.3,239.16,45
1178,47,2026-03-23,22418.23,14952.67,2173.02,179.29,4557.69,66767.98,497.47,6
1179,31,2026-03-24,57230.15,3805.16,5900.62,288.13,3662.76,89437.53,352.57,46
1180,13,2026-03-25,178188.46,16373.98,9386.59,648.22,3152.95,28085.89,416.32,28
1181,31,2026-03-26,5776.59,5916.31,345.62,1345.04,4470.54,19487.44,203.63,15
1182,2,2026-03-27,151210.53,19214.96,3791.21,402.61,3652.53,66118.42,274.26,2
1183,30,2026-03-28,184335.64,45382.39,4168.19,75.01,722.17,37815.62,371.9,15
1184,40,2026-03-29,194923.41,20153.82,8528.17,856.69,4681.31,63948.24,132.89,34
1185,6,2026-03-30,158719.73,10842.26,2920.63,1515.77,4549.07,64160.08,496.07,49
1186,4,2026-03-31,78835.11,48336.88,7635.71,1623.35,4942.5,75064.6,85.57,17
1187,6,2026-04-01,148872.77,48854.06,4563.1,240.98,2333.33,82139.69,105.56,10
1188,22,2026-04-02,199784.24,7802.2,7053.43,1036.98,989.25,54618.21,53.8,40
1189,8,2026-04-03,5218.46,41248.05,1183.93,1358.09,3837.49,76441.97,207.46,1
1190,26,2026-04-04,24311.91,44561.99,8751.68,1860.07,4268.82,73832.34,401.52,15
1191,12,2026-04-05,74167.5,18165.48,7348.09,228.31,1919.11,32798.08,197.74,6
1192,18,2026-04-06,89232.33,34975.36,8859.7,728.56,2942.77,99445.35,262.76,39
1193,34,2026-04-07,135341.64,21931.04,7391.64,178.13,3615.81,2838.8,12.03,36
1194,19,2026-04-08,172712.48,19295.38,1034.09,709.04,2959.99,67171.21,434.39,38
1195,32,2026-04-09,76024.51,41266.16,1403.62,749.95,3187.1,99317.42,473.84,10
1196,19,2026-04-10,125382.52,28035.59,1566.01,15.47,1721.06,95398.47,156.23,1
1197,10,2026-04-11,122988.94,17329.63,3738.08,1472.75,3640.17,17313.99,285.75,22
1198,39,2026-04-12,58806.2,32878.5,2997.36,1523.67,3288.54,47584.9,239.16,8
1199,50,2026-04-13,114124.19,48984.58,8525.94,531.93,943.37,36893.54,257.17,24
